Date,Aluminium [€/t] (Finanzen.net),Blei [€/t] (Finanzen.net),"Zink [€/t] (Finanzen,net)",Nickel [€/t] (Finanzen.net),Kupfer [€/t],Eisenerz [€/t] (Finanzen.net),Strom [€/MWh] (Finanzen.net),Arbeitskosten Deutschland [€/h] (Eurostat),Platinum [€/g] (Heraeus),Gold [€/g] (Heraeus),Silber [€/kg] (Heraeus),Palladium [€/g] (Heraeus),Rhodium [€/g] (Heraeus),Iridium [€/g] (Heraeus),Ruthenium [€/g] (Heraeus),Erdgas [€/MWh] (Finanzen.net),Stahl HRB [€/t] (SteelBenchmarker),ABS Granulat [€/kg] (Plasticker),PC Granulat [€/kg] (Plasticker),PBT Granulat [€/kg] (Plasticker),PA 6 Granulat [€/kg] (Plasticker),PA 6.6 Granulat [€/kg] (Plasticker),POM Granulat [€/kg] (Plasticker),PE-HD Granulat [€/kg] (Plasticker),PE-LD [€/kg] (Plasticker),PP [€/kg] (Plasticker),PS [€/kg] (Plasticker), Holz [€/t] (finanzen.net),Messing MS 58 1. V. Stufe [€/kg] (Westmetall),Molybdän [€/kg]
01.01.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.01.2015,"1.530,16","1.537,24","1.819,28","12.443,76",5210.81,58.37,32.01,,,,,,,,,,,,,,,,,,,,,,,
03.01.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.01.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.01.2015,"1.527,82","1.536,21","1.806,07","12.470,67",5149.18,58.65,31.51,,,,,,,,,,,,,,,,,,,,,,,
06.01.2015,"1.505,22","1.542,28","1.828,25","12.874,83",5165.09,60.28,30.95,,,,,,,,,,,,,,,,,,,,,,,
07.01.2015,"1.513,90","1.537,55","1.812,54","13.056,52",5176.14,60.18,31.08,,,,,,,,,,,,,,,,,,,,,,,
08.01.2015,"1.555,48","1.571,80","1.832,22","13.109,68",5195.73,60.18,30.94,,,,,,,,,,,,,,,,,,,,,,,
09.01.2015,"1.534,74","1.541,71","1.815,69","12.943,26",5154.09,59.66,31.18,,,,,,,,,,,,,,,,,,,,,,,
10.01.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.01.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.01.2015,"1.533,68","1.547,63","1.799,51","12.640,52",5099.32,58.81,30.87,,,,,,,,,,,,,,,,,,,,,,,
13.01.2015,"1.515,92","1.529,09","1.769,00","12.700,64",4904.46,58.81,31.22,,,,,,,,,,,,,,,,,,,,,,,
14.01.2015,"1.505,73","1.527,14","1.714,16","12.086,51",4678.12,58.52,31.34,,,,,,,,,,,,,,,,,,,,,,,
15.01.2015,"1.539,55","1.522,79","1.752,36","12.252,79",4864.57,59.56,31.15,,,,,,,,,,,,,,,,,,,,,,,
16.01.2015,"1.591,56","1.527,98","1.778,83","12.421,07",4999.57,59.80,30.95,,,,,,,,,,,,,,,,,,,,,,,
17.01.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.01.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.01.2015,"1.565,27","1.574,75","1.782,42","12.408,44",4885.83,,30.95,,,,,,,,,,,,,,,,,,,,,,,
20.01.2015,"1.596,14","1.581,43","1.789,98","12.461,06",4948.08,59.63,31.06,,,,,,,,,,,,,,,,,,,,,,,
21.01.2015,"1.604,84","1.614,31","1.799,36","12.515,06",4938.46,59.13,31.35,,,,,,,,,,,,,,,,,,,,,,,
22.01.2015,"1.640,25","1.656,54","1.887,66","13.004,05",5003.52,60.43,31.21,,,,,,,,,,,,,,,,,,,,,,,
23.01.2015,"1.634,69","1.633,80","1.879,63","13.134,65",4925.05,61.09,31.21,,,,,,,,,,,,,,,,,,,,,,,
24.01.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.01.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.01.2015,"1.672,60","1.641,46","1.859,88","12.815,84",5000.44,60.66,31.06,,,,,,,,,,,,,,,,,,,,,,,
27.01.2015,"1.632,96","1.621,53","1.873,90","12.640,70",4777.52,59.79,31.12,,,,,,,,,,,,,,,,,,,,,,,
28.01.2015,"1.635,18","1.644,05","1.873,34","13.016,68",4850.11,60.09,31.31,,,,,,,,,,,,,,,,,,,,,,,
29.01.2015,"1.607,82","1.612,68","1.834,67","13.178,57",4791.24,59.57,31.61,,,,,,,,,,,,,,,,,,,,,,,
30.01.2015,"1.650,42","1.633,58","1.871,07","13.030,57",4870.18,59.55,31.51,,,,,,,,,,,,,,,,,,,,,,,
31.01.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.02.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.02.2015,"1.652,26","1.622,27","1.872,79","13.276,29",4841.21,54.67,31.64,,,,,,,,,,,,,,,,,,,,,,,
03.02.2015,"1.649,66","1.611,30","1.871,57","13.405,70",4969.92,54.82,31.68,,,,,,,,,,,,,,,,,,,,,,,
04.02.2015,"1.656,08","1.624,32","1.887,24","13.565,38",5036.17,55.49,31.47,,,,,,,,,,,,,,,,,,,,,,,
05.02.2015,"1.642,12","1.609,87","1.836,92","13.013,16",4985.62,53.94,31.79,,,,,,,,,,,,,,,,,,,,,,,
06.02.2015,"1.655,32","1.635,00","1.900,13","13.225,81",5018.56,55.00,31.86,,,,,,,,,,,,,,,,,,,,,,,
07.02.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.02.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.02.2015,"1.653,57","1.629,73","1.899,00","13.211,79",5022.95,54.52,31.78,,,,,,,,,,,,,,,,,,,,,,,
10.02.2015,"1.626,31","1.621,45","1.874,61","13.298,58",4961.56,54.80,32.04,,,,,,,,,,,,,,,,,,,,,,,
11.02.2015,"1.607,38","1.612,68","1.865,12","12.984,38",4940.42,54.97,31.95,,,,,,,,,,,,,,,,,,,,,,,
12.02.2015,"1.609,51","1.587,58","1.867,82","12.810,28",5014.91,54.62,32.21,,,,,,,,,,,,,,,,,,,,,,,
13.02.2015,"1.612,38","1.610,18","1.889,38","12.945,57",5018.01,54.80,32.71,,,,,,,,,,,,,,,,,,,,,,,
14.02.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.02.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.02.2015,"1.609,38","1.604,97","1.895,38","12.718,14",5067.42,,33.01,,,,,,,,,,,,,,,,,,,,,,,
17.02.2015,"1.597,30","1.573,21","1.844,39","12.455,10",4983.35,54.85,32.48,,,,,,,,,,,,,,,,,,,,,,,
18.02.2015,"1.597,09","1.555,87","1.826,87","12.388,18",5026.75,54.92,32.24,,,,,,,,,,,,,,,,,,,,,,,
19.02.2015,"1.596,87","1.569,15","1.823,86","12.427,42",5060.71,55.07,31.68,,,,,,,,,,,,,,,,,,,,,,,
20.02.2015,"1.582,78","1.558,63","1.797,98","12.252,96",5009.22,54.84,31.77,,,,,,,,,,,,,,,,,,,,,,,
21.02.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.02.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.02.2015,"1.585,68","1.549,52","1.792,05","12.271,81",5011.46,55.18,31.95,,,,,,,,,,,,,,,,,,,,,,,
24.02.2015,"1.595,98","1.553,65","1.807,60","12.269,64",5099.64,55.22,32.16,,,,,,,,,,,,,,,,,,,,,,,
25.02.2015,"1.583,81","1.552,13","1.808,62","12.538,50",5107.79,55.07,32.01,,,,,,,,,,,,,,,,,,,,,,,
26.02.2015,"1.614,27","1.570,96","1.851,39","12.860,59",5271.95,55.88,31.74,,,,,,,,,,,,,,,,,,,,,,,
27.02.2015,"1.621,86","1.575,42","1.840,23","12.860,59",5267.48,55.92,31.96,,,,,,,,,,,,,,,,,,,,,,,
28.02.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.03.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.03.2015,"1.613,02","1.542,38","1.831,63","12.558,12",5292.38,55.60,31.85,,,,,,,,,,,,,,,,,,,,,,,
03.03.2015,"1.608,68","1.552,77","1.810,38","12.419,50",5219.59,55.81,31.71,,,,,,,,,,,,,,,,,,,,,,,
04.03.2015,"1.627,11","1.576,57","1.823,84","12.273,26",5268.03,55.26,31.73,,,,,,,,,,,,,,,,,,,,,,,
05.03.2015,"1.633,13","1.616,37","1.823,91","12.737,90",5274.61,54.83,31.45,,,,,,,,,,,,,,,,,,,,,,,
06.03.2015,"1.642,84","1.664,51","1.839,27","12.988,75",5286.79,54.81,31.26,,,,,,,,,,,,,,,,,,,,,,,
07.03.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.03.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.03.2015,"1.646,39","1.672,66","1.847,76","12.980,37",5393.97,54.78,31.27,,,,,,,,,,,,,,,,,,,,,,,
10.03.2015,"1.657,15","1.692,73","1.874,82","13.495,93",5392.75,55.14,31.11,,,,,,,,,,,,,,,,,,,,,,,
11.03.2015,"1.663,98","1.718,04","1.903,93","13.348,82",5432.95,55.80,31.31,,,,,,,,,,,,,,,,,,,,,,,
12.03.2015,"1.655,06","1.706,36","1.882,88","13.156,66",5502.73,55.73,31.25,,,,,,,,,,,,,,,,,,,,,,,
13.03.2015,"1.689,05","1.707,15","1.905,78","13.170,43",5582.07,56.08,31.15,,,,,,,,,,,,,,,,,,,,,,,
14.03.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.03.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.03.2015,"1.677,86","1.662,25","1.893,09","13.103,12",5541.63,55.77,31.01,,,,,,,,,,,,,,,,,,,,,,,
17.03.2015,"1.687,44","1.627,49","1.873,88","13.032,19",5477.67,55.58,31.01,,,,,,,,,,,,,,,,,,,,,,,
18.03.2015,"1.634,05","1.583,27","1.844,53","12.518,46",5274.19,53.82,31.21,,,,,,,,,,,,,,,,,,,,,,,
19.03.2015,"1.668,54","1.607,61","1.874,77","12.724,97",5474.32,54.40,31.21,,,,,,,,,,,,,,,,,,,,,,,
20.03.2015,"1.660,20","1.625,08","1.862,12","12.896,22",5583.59,53.45,31.66,,,,,,,,,,,,,,,,,,,,,,,
21.03.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.03.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.03.2015,"1.640,51","1.663,78","1.888,69","12.956,20",5614.05,52.70,31.91,,,,,,,,,,,,,,,,,,,,,,,
24.03.2015,"1.642,84","1.678,12","1.897,17","13.014,39",5616.81,52.96,31.79,,,,,,,,,,,,,,,,,,,,,,,
25.03.2015,"1.616,96","1.668,95","1.883,72","12.476,06",5597.81,52.64,31.58,,,,,,,,,,,,,,,,,,,,,,,
26.03.2015,"1.643,84","1.695,32","1.926,54","12.517,24",5658.73,52.93,31.71,,,,,,,,,,,,,,,,,,,,,,,
27.03.2015,"1.641,26","1.693,14","1.899,73","12.501,15",5570.65,52.71,31.85,,,,,,,,,,,,,,,,,,,,,,,
28.03.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.03.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.03.2015,"1.659,58","1.677,60","1.920,09","12.050,81",5630.95,52.86,31.75,,,,,,,,,,,,,,,,,,,,,,,
31.03.2015,"1.662,17","1.683,11","1.932,14","12.143,92",5607.89,53.01,31.63,,,,,,,,,,,,,,,,,,,,,,,
01.04.2015,"1.653,36","1.690,04","1.921,26","11.570,25",5606.83,45.13,31.66,,,,,,,,,,,,,,,,,,,,,,,
02.04.2015,"1.635,73","1.713,84","1.923,82","11.330,64",5502.66,43.26,31.57,,,,,,,,,,,,,,,,,,,,,,,
03.04.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.04.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.04.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.04.2015,,,,,,43.05,,,,,,,,,,,,,,,,,,,,,,,,
07.04.2015,"1.649,25","1.744,98","1.966,98","11.960,04",5603.09,44.22,31.38,,,,,,,,,,,,,,,,,,,,,,,
08.04.2015,"1.642,86","1.775,94","1.992,02","11.800,98",5571.27,44.60,31.37,,,,,,,,,,,,,,,,,,,,,,,
09.04.2015,"1.652,76","1.823,42","2.031,13","11.763,88",5624.53,44.24,31.48,,,,,,,,,,,,,,,,,,,,,,,
10.04.2015,"1.665,88","1.887,40","2.078,22","11.850,56",5686.76,44.58,31.47,,,,,,,,,,,,,,,,,,,,,,,
11.04.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.04.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.04.2015,"1.672,82","1.879,08","2.098,12","11.845,96",5663.26,45.90,31.36,,,,,,,,,,,,,,,,,,,,,,,
14.04.2015,"1.676,68","1.842,33","2.042,70","11.750,35",5580.48,45.85,31.45,,,,,,,,,,,,,,,,,,,,,,,
15.04.2015,"1.702,40","1.850,31","2.042,22","11.477,25",5582.29,45.50,31.49,,,,,,,,,,,,,,,,,,,,,,,
16.04.2015,"1.693,45","1.894,10","2.070,60","11.625,64",5653.51,45.30,31.61,,,,,,,,,,,,,,,,,,,,,,,
17.04.2015,"1.687,03","1.889,69","2.059,97","11.928,56",5635.76,45.89,31.71,,,,,,,,,,,,,,,,,,,,,,,
18.04.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.04.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.04.2015,"1.689,47","1.895,65","2.068,32","11.849,58",5577.59,45.61,31.88,,,,,,,,,,,,,,,,,,,,,,,
21.04.2015,"1.693,67","1.875,23","2.038,18","11.517,69",5526.54,45.53,31.96,,,,,,,,,,,,,,,,,,,,,,,
22.04.2015,"1.686,10","1.910,91","2.079,76","11.777,05",5517.26,45.99,31.83,,,,,,,,,,,,,,,,,,,,,,,
23.04.2015,"1.647,72","1.868,59","2.046,95","11.593,20",5505.96,45.74,31.84,,,,,,,,,,,,,,,,,,,,,,,
24.04.2015,"1.675,40","1.887,82","2.043,22","11.535,63",5542.99,45.96,32.05,,,,,,,,,,,,,,,,,,,,,,,
25.04.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.04.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.04.2015,"1.686,88","1.912,90","2.096,20","11.815,51",5601.81,46.38,32.03,,,,,,,,,,,,,,,,,,,,,,,
28.04.2015,"1.706,29","1.908,54","2.097,11","12.052,47",5582.13,47.03,31.96,,,,,,,,,,,,,,,,,,,,,,,
29.04.2015,"1.693,50","1.875,17","2.057,74","11.948,02",5517.58,45.98,32.01,,,,,,,,,,,,,,,,,,,,,,,
30.04.2015,"1.713,34","1.859,61","2.100,87","12.361,76",5632.81,45.81,31.96,,,,,,,,,,,,,,,,,,,,,,,
01.05.2015,"1.707,88","1.909,65","2.102,94","12.284,62",5734.76,48.10,,,,,,,,,,,,,,,,,,,,,,,,
02.05.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.05.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04.05.2015,,,,,5740.43,50.70,32.01,,,,,,,,,,,,,,,,,,,,,,,
05.05.2015,"1.760,37","1.912,76","2.145,16","12.298,89",5745.89,51.39,32.02,,,,,,,,,,,,,,,,,,,,,,,
06.05.2015,"1.697,81","1.863,05","2.119,50","12.703,80",5653.04,52.27,31.98,,,,,,,,,,,,,,,,,,,,,,,
07.05.2015,"1.673,78","1.849,33","2.117,33","12.813,33",5678.67,51.87,31.71,,,,,,,,,,,,,,,,,,,,,,,
08.05.2015,"1.682,26","1.844,43","2.122,87","12.398,65",5697.23,52.59,31.75,,,,,,,,,,,,,,,,,,,,,,,
09.05.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.05.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.05.2015,"1.683,70","1.813,21","2.088,38","12.803,62",5721.52,53.74,31.95,,,,,,,,,,,,,,,,,,,,,,,
12.05.2015,"1.687,47","1.801,57","2.103,76","12.586,91",5725.17,53.20,31.91,,,,,,,,,,,,,,,,,,,,,,,
13.05.2015,"1.662,26","1.796,63","2.094,46","12.371,13",5662.17,52.17,31.95,,,,,,,,,,,,,,,,,,,,,,,
14.05.2015,"1.637,59","1.748,49","2.047,43","12.124,13",5613.22,51.23,31.88,,,,,,,,,,,,,,,,,,,,,,,
15.05.2015,"1.630,38","1.722,12","2.005,71","11.988,59",5627.31,52.43,31.96,,,,,,,,,,,,,,,,,,,,,,,
16.05.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.05.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.05.2015,"1.609,37","1.732,21","2.027,84","12.094,56",5635.88,52.54,31.88,,,,,,,,,,,,,,,,,,,,,,,
19.05.2015,"1.611,20","1.736,79","2.022,97","12.012,20",5584.46,53.77,31.73,,,,,,,,,,,,,,,,,,,,,,,
20.05.2015,"1.607,18","1.729,76","1.985,76","11.564,81",5605.73,54.26,31.48,,,,,,,,,,,,,,,,,,,,,,,
21.05.2015,"1.599,42","1.758,38","1.975,41","11.721,00",5642.11,53.65,31.28,,,,,,,,,,,,,,,,,,,,,,,
22.05.2015,"1.606,74","1.763,82","1.969,04","11.817,85",5612.46,54.14,31.31,,,,,,,,,,,,,,,,,,,,,,,
23.05.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.05.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.05.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.05.2015,"1.617,47","1.776,55","2.002,76","11.632,18",5625.29,54.86,31.51,,,,,,,,,,,,,,,,,,,,,,,
27.05.2015,"1.595,41","1.762,39","1.987,16","11.605,50",5596.33,55.03,31.41,,,,,,,,,,,,,,,,,,,,,,,
28.05.2015,"1.615,73","1.795,46","2.025,36","11.714,26",5572.48,54.96,31.53,,,,,,,,,,,,,,,,,,,,,,,
29.05.2015,"1.597,30","1.796,22","2.028,14","11.618,85",5518.84,55.36,31.64,,,,,,,,,,,,,,,,,,,,,,,
30.05.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.05.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01.06.2015,"1.609,45","1.747,69","1.957,80","11.603,95",5495.74,54.47,31.61,,,,,,,,,,,,,,,,,,,,,,,
02.06.2015,"1.565,64","1.718,08","1.917,14","11.244,62",5417.86,55.81,31.81,,,,,,,,,,,,,,,,,,,,,,,
03.06.2015,"1.553,82","1.696,69","1.914,54","11.482,83",5327.89,55.04,31.73,,,,,,,,,,,,,,,,,,,,,,,
04.06.2015,"1.554,70","1.718,19","1.907,07","11.528,87",5274.86,55.33,31.62,,,,,,,,,,,,,,,,,,,,,,,
05.06.2015,"1.574,73","1.711,96","1.918,47","11.554,04",5347.79,55.78,31.58,,,,,,,,,,,,,,,,,,,,,,,
06.06.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07.06.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08.06.2015,"1.549,84","1.684,98","1.877,27","11.400,09",5282.23,54.71,31.45,,,,,,,,,,,,,,,,,,,,,,,
09.06.2015,"1.552,58","1.706,86","1.919,67","11.611,10",5292.16,55.30,31.41,,,,,,,,,,,,,,,,,,,,,,,
10.06.2015,"1.554,19","1.714,51","1.915,47","11.990,99",5329.92,56.05,31.21,,,,,,,,,,,,,,,,,,,,,,,
11.06.2015,"1.554,41","1.686,54","1.889,85","11.980,60",5242.46,57.14,31.25,,,,,,,,,,,,,,,,,,,,,,,
12.06.2015,"1.545,29","1.626,11","1.868,56","11.603,02",5254.01,56.55,31.35,,,,,,,,,,,,,,,,,,,,,,,
13.06.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.06.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.06.2015,"1.520,70","1.600,92","1.850,01","11.288,89",5165.32,56.14,31.35,,,,,,,,,,,,,,,,,,,,,,,
16.06.2015,"1.515,83","1.592,28","1.850,55","11.322,01",5113.81,55.96,31.24,,,,,,,,,,,,,,,,,,,,,,,
17.06.2015,"1.499,69","1.573,77","1.834,38","11.332,57",5071.88,54.99,31.18,,,,,,,,,,,,,,,,,,,,,,,
18.06.2015,"1.499,12","1.592,35","1.833,33","11.310,47",5055.85,55.10,31.15,,,,,,,,,,,,,,,,,,,,,,,
19.06.2015,"1.493,04","1.571,86","1.796,41","11.095,46",4989.87,55.13,,,,,,,,,,,,,,,,,,,,,,,,
20.06.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.06.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.06.2015,"1.505,42","1.556,57","1.788,08","11.112,09",4991.18,55.18,31.35,,,,,,,,,,,,,,,,,,,,,,,
23.06.2015,"1.546,80","1.583,07","1.816,39","11.276,31",5154.95,56.21,31.44,,,,,,,,,,,,,,,,,,,,,,,
24.06.2015,"1.532,32","1.594,80","1.810,39","11.408,68",5150.87,55.99,31.37,,,,,,,,,,,,,,,,,,,,,,,
25.06.2015,"1.539,29","1.585,27","1.813,39","11.410,71",5142.86,55.92,31.65,,,,,,,,,,,,,,,,,,,,,,,
26.06.2015,"1.530,71","1.585,33","1.809,63","11.188,22",5187.14,55.99,,,,,,,,,,,,,,,,,,,,,,,,
27.06.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.06.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.06.2015,"1.514,02","1.550,07","1.789,94","10.427,24",5161.11,55.60,31.61,,,,,,,,,,,,,,,,,,,,,,,
30.06.2015,"1.517,99","1.574,08","1.789,46","10.481,92",5172.75,55.94,31.58,,,,,,,,,,,,,,,,,,,,,,,
01.07.2015,"1.564,17","1.583,61","1.831,87","10.766,93",5231.98,49.85,31.62,,,,,,,,,,,,,,,,,,,,,,,
02.07.2015,"1.553,14","1.595,09","1.832,37","10.880,55",5224.65,48.74,31.71,,,,,,,,,,,,,,,,,,,,,,,
03.07.2015,"1.535,45","1.579,99","1.811,23","10.851,18",5177.25,,,,,,,,,,,,,,,,,,,,,,,,,
04.07.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05.07.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06.07.2015,"1.534,64","1.566,29","1.801,41","10.453,97",5036.17,46.31,31.37,,,,,,,,,,,,,,,,,,,,,,,
07.07.2015,"1.522,37","1.585,12","1.820,21","10.512,91",4909.51,45.44,31.33,,,,,,,,,,,,,,,,,,,,,,,
08.07.2015,"1.510,47","1.565,55","1.765,08","9.841,10",4953.51,43.11,31.28,,,,,,,,,,,,,,,,,,,,,,,
09.07.2015,"1.537,00","1.633,91","1.819,58","10.225,52",5085.59,45.17,31.52,,,,,,,,,,,,,,,,,,,,,,,
10.07.2015,"1.522,81","1.626,78","1.794,39","10.105,76",5005.38,45.26,,,,,,,,,,,,,,,,,,,,,,,,
11.07.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.07.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.07.2015,"1.546,57","1.653,34","1.845,98","10.408,91",5076.78,45.92,31.66,,,,,,,,,,,,,,,,,,,,,,,
14.07.2015,"1.549,50","1.643,05","1.830,15","10.340,60",5075.39,46.04,31.61,,,,,,,,,,,,,,,,,,,,,,,
15.07.2015,"1.567,44","1.695,74","1.913,52","10.715,92",5062.09,46.28,31.57,,,,,,,,,,,,,,,,,,,,,,,
16.07.2015,"1.574,88","1.677,39","1.885,63","10.499,22",5101.13,46.53,31.57,,,,,,,,,,,,,,,,,,,,,,,
17.07.2015,"1.570,64","1.684,67","1.895,66","10.549,40",5064.64,46.84,,,,,,,,,,,,,,,,,,,,,,,,
18.07.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.07.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.07.2015,"1.558,57","1.663,90","1.873,15","10.596,82",5047.58,47.35,31.71,,,,,,,,,,,,,,,,,,,,,,,
21.07.2015,"1.520,11","1.641,68","1.868,83","10.763,25",4986.29,46.87,31.69,,,,,,,,,,,,,,,,,,,,,,,
22.07.2015,"1.519,49","1.601,39","1.827,42","10.564,60",4901.63,46.75,31.61,,,,,,,,,,,,,,,,,,,,,,,
23.07.2015,"1.491,85","1.596,10","1.823,73","10.234,00",4789.22,46.59,31.41,,,,,,,,,,,,,,,,,,,,,,,
24.07.2015,"1.499,00","1.555,04","1.784,67","10.183,16",4799.98,46.55,,,,,,,,,,,,,,,,,,,,,,,,
25.07.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.07.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.07.2015,"1.481,25","1.524,07","1.742,70","9.849,44",4685.36,46.10,31.22,,,,,,,,,,,,,,,,,,,,,,,
28.07.2015,"1.504,84","1.540,10","1.769,28","10.107,59",4798.84,46.31,31.07,,,,,,,,,,,,,,,,,,,,,,,
29.07.2015,"1.512,30","1.559,65","1.807,83","10.118,40",4852.01,46.78,31.13,,,,,,,,,,,,,,,,,,,,,,,
30.07.2015,"1.505,49","1.551,24","1.781,34","9.995,43",4809.24,47.13,31.13,,,,,,,,,,,,,,,,,,,,,,,
31.07.2015,"1.471,39","1.539,96","1.743,87","9.922,80",4747.05,46.84,,,,,,,,,,,,,,,,,,,,,,,,
01.08.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02.08.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03.08.2015,"1.471,29","1.534,74","1.726,47","9.974,44",4739.81,48.93,30.55,,,,,,,,,,,,,,,,,,,,,,,
04.08.2015,"1.486,09","1.575,61","1.768,43","9.948,58",4796.16,49.43,30.55,,,,,,,,,,,,,,,,,,,,,,,
05.08.2015,"1.465,73","1.569,41","1.732,27","9.899,99",4762.82,50.74,30.61,,,,,,,,,,,,,,,,,,,,,,,
06.08.2015,"1.457,67","1.561,10","1.717,62","9.903,89",4747.83,50.30,30.56,,,,,,,,,,,,,,,,,,,,,,,
07.08.2015,"1.446,80","1.536,60","1.683,84","9.845,93",4702.34,49.42,,,,,,,,,,,,,,,,,,,,,,,,
08.08.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09.08.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.08.2015,"1.463,38","1.552,77","1.690,26","9.923,77",4807.61,49.16,30.42,,,,,,,,,,,,,,,,,,,,,,,
11.08.2015,"1.439,37","1.556,64","1.658,97","9.689,40",4661.78,48.85,30.37,,,,,,,,,,,,,,,,,,,,,,,
12.08.2015,"1.422,17","1.530,60","1.621,11","9.373,60",4644.68,48.76,30.38,,,,,,,,,,,,,,,,,,,,,,,
13.08.2015,"1.413,84","1.542,05","1.632,60","9.377,80",4643.63,49.59,30.41,,,,,,,,,,,,,,,,,,,,,,,
14.08.2015,"1.419,31","1.564,22","1.659,17","9.450,09",4653.05,49.97,,,,,,,,,,,,,,,,,,,,,,,,
15.08.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.08.2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.08.2015,"1.414,19","1.549,16","1.632,66","9.533,27",4616.77,49.94,30.42,,,,,,,,,,,,,,,,,,,,,,,
18.08.2015,"1.407,45","1.521,72","1.608,33","9.345,24",4554.28,50.38,30.27,,,,,,,,,,,,,,,,,,,,,,,
